cod_reg,reg,cod_cs,cs,cod_dis,dis,cod_com,com,cod_circ,circ
3014,DE LOS RIOS,5012,CIRCUNSCRIPCIÓN SENATORIAL 12,6024,DISTRITO 24,2821,RIO BUENO,7439,RIO BUENO
3014,DE LOS RIOS,5012,CIRCUNSCRIPCIÓN SENATORIAL 12,6024,DISTRITO 24,2810,VALDIVIA,7686,LAS ANIMAS
3014,DE LOS RIOS,5012,CIRCUNSCRIPCIÓN SENATORIAL 12,6024,DISTRITO 24,2810,VALDIVIA,7653,NIEBLA
3014,DE LOS RIOS,5012,CIRCUNSCRIPCIÓN SENATORIAL 12,6024,DISTRITO 24,2810,VALDIVIA,7425,VALDIVIA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2710,FRESIA,7462,FRESIA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2710,FRESIA,7582,TEGUALDA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2711,FRUTILLAR,7634,CASMA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2711,FRUTILLAR,7464,FRUTILLAR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2713,LLANQUIHUE,7463,LLANQUIHUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2712,LOS MUERMOS,7562,CAÑITAS
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2712,LOS MUERMOS,7461,LOS MUERMOS
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2726,OSORNO,7738,CANCURA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2726,OSORNO,7442,OSORNO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2726,OSORNO,7543,RAHUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2726,OSORNO,7711,RAHUE SUR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2727,PUERTO OCTAY,7598,LAS CASCADAS
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2727,PUERTO OCTAY,7447,PUERTO OCTAY
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2715,PUERTO VARAS,7586,ENSENADA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2715,PUERTO VARAS,7632,NUEVA BRAUNAU
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2715,PUERTO VARAS,7454,PEULLA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2715,PUERTO VARAS,7453,PUERTO VARAS
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2715,PUERTO VARAS,7612,RALUN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2728,PURRANQUE,7760,CONCORDIA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2728,PURRANQUE,7675,CORTE ALTO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2728,PURRANQUE,7566,HUEYUSCA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2728,PURRANQUE,7448,PURRANQUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2729,PUYEHUE,7446,PUYEHUE (ENTRE LAGOS)
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2730,RIO NEGRO,7561,RIACHUELO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2730,RIO NEGRO,7449,RIO NEGRO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2731,SAN JUAN DE LA COSTA,7611,BAHIA MANSA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2731,SAN JUAN DE LA COSTA,7563,MISION DE LA COSTA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2731,SAN JUAN DE LA COSTA,7450,SAN JUAN DE LA COSTA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2732,SAN PABLO,7445,QUILACAHUIN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6025,DISTRITO 25,2732,SAN PABLO,7444,SAN PABLO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2717,ANCUD,7467,ANCUD
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2717,ANCUD,7468,CHACAO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2717,ANCUD,7736,PILLUCO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2708,CALBUCO,7458,CALBUCO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2708,CALBUCO,7548,COLACO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2708,CALBUCO,7459,ISLA GUAR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2708,CALBUCO,7573,ISLA PULUQUI
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2708,CALBUCO,7570,PARGUA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2716,CASTRO,7465,CASTRO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2716,CASTRO,7710,CASTRO SUR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2716,CASTRO,7466,QUEHUI
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2716,CASTRO,7571,RILAN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2733,CHAITEN,7481,AYACARA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2733,CHAITEN,7480,CHAITEN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2733,CHAITEN,7482,VILLA SANTA LUCIA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2718,CHONCHI,7477,CHONCHI
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2718,CHONCHI,7757,CUCAO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2709,COCHAMO,7456,COCHAMO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2709,COCHAMO,7457,LLANADA GRANDE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2709,COCHAMO,7455,PUELO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2719,CURACO DE VELEZ,7472,CURACO DE VELEZ
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2720,DALCAHUE,7471,DALCAHUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2720,DALCAHUE,7559,TENAUN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2734,FUTALEUFU,7485,FUTALEUFU
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2735,HUALAIHUE,7555,CONTAO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2735,HUALAIHUE,7483,HUALAIHUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2735,HUALAIHUE,7585,HUALAIHUE PUERTO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2735,HUALAIHUE,7484,ROLECHA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2714,MAULLIN,7564,CARELMAPU
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2714,MAULLIN,7737,LA PASADA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2714,MAULLIN,7460,MAULLIN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2714,MAULLIN,7758,OLMOPULLI
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2714,MAULLIN,7547,QUENUIR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2736,PALENA,7486,PALENA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7610,ALERCE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7689,CHAMIZA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7759,CORRENTOSO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7687,HUELMO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7581,ISLA MAILLEN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7688,LA VARA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7635,LAS QUEMAS
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7690,LENCA
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7708,PUERTO MONTT CENTRO E ISLA TENGLO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7707,PUERTO MONTT MIRASOL
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2707,PUERTO MONTT,7709,PUERTO MONTT NORTE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2721,PUQUELDON,7476,PUQUELDON
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2722,QUEILEN,7478,QUEILEN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2723,QUELLON,7739,MOLULCO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2723,QUELLON,7479,QUELLON
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2724,QUEMCHI,7691,LLIUCO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2724,QUEMCHI,7470,MECHUQUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2724,QUEMCHI,7584,METAHUE
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2724,QUEMCHI,7692,MONTEMAR
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2724,QUEMCHI,7469,QUEMCHI
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2725,QUINCHAO,7761,APIAO
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2725,QUINCHAO,7475,CHAULINEC
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2725,QUINCHAO,7762,MEULIN
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2725,QUINCHAO,7474,QUENAC
3010,DE LOS LAGOS,5013,CIRCUNSCRIPCIÓN SENATORIAL 13,6026,DISTRITO 26,2725,QUINCHAO,7473,QUINCHAO (ACHAO)
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2739,AYSEN,7491,AISEN
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2739,AYSEN,7565,MAÑIHUALES
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2739,AYSEN,7492,PUERTO AGUIRRE
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2739,AYSEN,7592,PUERTO CHACABUCO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2745,CHILE CHICO,7497,CHILE CHICO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2745,CHILE CHICO,7498,PUERTO GUADAL
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2740,CISNES,7493,CISNES
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2740,CISNES,7495,CORCOVADO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2740,CISNES,7552,LA JUNTA
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2740,CISNES,7494,PUYUHUAPI
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2742,COCHRANE,7500,COCHRANE
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2737,COYHAIQUE,7488,BALMACEDA
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2737,COYHAIQUE,7487,COYHAIQUE
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2737,COYHAIQUE,7588,ÑIREHUAO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2737,COYHAIQUE,7637,VALLE SIMPSON
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2737,COYHAIQUE,7740,VILLA ORTEGA
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2741,GUAITECAS,7496,GUAITECAS
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2738,LAGO VERDE,7489,LA TAPERA
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2738,LAGO VERDE,7490,LAGO VERDE
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2738,LAGO VERDE,7741,VILLA AMENGUAL
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2743,O'HIGGINS,7501,O'HIGGINS
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7572,BAHIA MURTA
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7499,RIO IBAÑEZ
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7549,RIO TRANQUILO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7636,VILLA CERRO CASTILLO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2744,TORTEL,7502,TORTEL
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2752,ANTARTICA,7514,ANTARTICA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2751,CABO DE HORNOS(EX-NAVARINO),7513,CABO DE HORNOS (NAVARINO)
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2748,LAGUNA BLANCA,7508,LAGUNA BLANCA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2756,NATALES,7503,NATALES
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2756,NATALES,7553,PUERTO EDEN
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2753,PORVENIR,7510,PORVENIR
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2754,PRIMAVERA,7511,PRIMAVERA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2747,PUNTA ARENAS,7505,PUNTA ARENAS
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2749,RIO VERDE,7507,RIO VERDE
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2750,SAN GREGORIO,7509,SAN GREGORIO
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2755,TIMAUKEL,7512,TIMAUKEL
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2757,TORRES DEL PAINE,7504,TORRES DEL PAINE (C. CASTILLO)
